album_id,album_name,release_date,label,copyrights
spotify:album:7uUJwUIsG45lgYtNjqqZch,Feeler,2003,Columbia,"P (P) 2003, 2004, 2007 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED"
spotify:album:7BISGeB7QwhqRIadxuLHfG,Arcade,2019-03-07,"Universal Music, a division of Universal International Music BV","C © 2019 Spark Records B.V., under exclusive license to Universal Music, a division of Universal International Music B.V., P ℗ 2019 Spark Records B.V., under exclusive license to Universal Music, a division of Universal International Music B.V."
spotify:album:5EXg1kv5Md8V9wvSJ7cmZ7,The Very Best Of Chain,1974,WM Australia,"C © 1992 Festival Records, P ℗ 1974 Mushroom Records"
spotify:album:0HW01yF3YGH7nlg3TTllHh,Best of Crazy Hits,2009-12-11,Mach 1,"C 2014 B1 Music Holding Ltd, P 2014 B1 Music Holding Ltd"
spotify:album:0JFTISfgRQyeH5kSAFPgtq,Break Up Song,2020-03-27,RCA Records Label,"P (P) 2020 Under Exclusive Licence to RCA, a division of Sony Music Entertainment UK Limited"
spotify:album:4QWo5TAArJHd76F15h61Gq,Girl Talk,2020-05-15,UME - Global Clearing House,"C © 2020 UMG Recordings, Inc., P ℗ 2020 UMG Recordings, Inc. FP"
spotify:album:6B2Bk4rcGuYVjlMukQHJJL,Greatest Love Songs,2008,Capitol Records,"C © 2008 Capitol Records Inc., P This Compilation ℗ 2008 Capitol Records Inc."
spotify:album:3LJ1VPgFemp25jDvfSC7is,Hello,2012-01-01,Universal Music Group,"C © 2012 Cash Money Records Inc., P ℗ 2012 Cash Money Records Inc."
spotify:album:0f7R0jf0pcTb6K6IVVPcMD,Meteora (Bonus Edition),2003-03-24,Warner Records,"C © 2003 Warner Records Inc., P ℗ 2003 Warner Records Inc."
spotify:album:2sGaiPVa3SnfB4TpWMkrhC,2012 (It Ain't The End),2010-01-01,Universal Music,"C © 2010 Cash Money Records Inc., Manufactured and Marketed by Universal Records, a Division of UMG Recordings, Inc., 1755 Broadway, New York, NY 10019. Distributed by Universal Music Distribution. All rights reserved. FBI Anti-Piracy Warning: Unauthorized copying is punishable under fede, P ℗ 2010 Cash Money Records Inc., Manufactured and Marketed by Universal Records, a Division of UMG Recordings, Inc., 1755 Broadway, New York, NY 10019. Distributed by Universal Music Distribution. All rights reserved. FBI Anti-Piracy Warning: Unauthorized copying is punishable under fede"
spotify:album:1xWYSg7J7pxTZ113CJVy1P,Mad at Disney,2020-07-24,"Homemade Projects, LLC / TenThousand Projects","C © 2020 HomeMade Projects, LLC / TenThousand Projects, P ℗ 2020 HomeMade Projects, LLC / TenThousand Projects"
spotify:album:6MDuT3grIiSWTMzKoKjo95,I Won't Let You Down,1981-01-01,Rapanha,"C 2020 Rapanha, P 2020 Rapanha"
spotify:album:5XPdkIryKSpTKW21HUtvV0,Me And My Gang,2006-01-01,Lyric Street,"C © 2006 Lyric Street Records, Inc., P ℗ 2006 Lyric Street Records, Inc."
spotify:album:0f3MAWN7G0RtC7UT6lj6x9,Home,1995-01-01,Interscope,"C © 1995 Interscope Records, P ℗ 1995 Interscope Records"
spotify:album:2WFkJi4USarY1qe3yjifjG,We Can't Dance,1991-11-11,Virgin Catalogue,"C © 2007 Virgin Records Limited, P ℗ 2007 Virgin Records Limited"
spotify:album:4nTKWrByenmBKz7juWltfi,Gets Next To You,1971-08-14,Hi Records Under Exclusive License to Fat Possum Records,"C 1971 Hi Records Under Exclusive License to Fat Possum Records, P 1971 Hi Records Under Exclusive License to Fat Possum Records"
spotify:album:5z1Su2S6WXspjhLNBkAScm,Scorpion,2001-01-01,Universal Music Group,"C © 2001 Ruff Ryders/Interscope Records, P ℗ 2001 Ruff Ryders/Interscope Records"
spotify:album:11GolhCWMVqYHmY1MAd78D,Jess & Matt,2015-12-16,Sony Music Entertainment,P (P) 2015 Sony Music Entertainment Australia Pty Ltd.
spotify:album:6hGRm1piHNE0Xp7I5Guesy,Me. I Am Mariah…The Elusive Chanteuse,2014-05-23,Def Jam Recordings,"C © 2013 Mariah Carey, P ℗ 2013 Def Jam Recordings, a division of UMG Recordings, Inc. and Mariah Carey"
spotify:album:1SLgJeTdzDAJLcDyQqoWnu,Songs In A Minor (Expanded Edition),2001-06-26,J Records/Legacy,P (P) 2001 Sony Music Entertainment
spotify:album:0zMLyv1kNV2B0LDGEK2RbB,Jonas Blue: Electronic Nature - The Mix 2017,2017-07-14,UMOD (Universal Music On Demand),"C © 2017 Universal Music On Demand, a division of Universal Music Operations Limited, P This Compilation ℗ 2017 Universal Music On Demand, a division of Universal Music Operations Limited"
spotify:album:1qUmcNnG6GBGXw9tLCTJ3V,Greatest Hits - The Best of Henry Mancini,2000-09-14,RCA Records Label,P (P) 2000 BMG Entertainment
spotify:album:4GjKYOvByCQI4rqLsRIOfC,The du Monde Years,2017-03-03,Southern Cross Music,"C 2017 Southern Cross Music, P 2017 Southern Cross Music"
spotify:album:7d3nOmFvL51roNElAdpi9d,Insomniac,1995-10-10,Reprise,"C © 1995 Reprise Records, P ℗ 1995 Reprise Records"
spotify:album:2Dpw2XUAsBvuNdNLarNzz8,The Best of Sam Cooke,1962,RCA/Legacy,"P This compilation (P) 2010 RCA Records, a division of Sony Music Entertainment"
spotify:album:2NpfPQ6AQn50AZpPP412uU,The Reason,2004-04-27,Universal Music Group,"C © 2004 UMG Recordings Inc., P ℗ 2004 UMG Recordings Inc."
spotify:album:1A8LZSjPvRpcCJ3Jw4coZe,Grand Theft Auto Vice City OST (Greatest Hits),2002-11-26,Epic,P (P) Compilation 2002 Sony Music Entertainment Inc.
spotify:album:4oMFuJ32wCKgSJNCExwXlP,Here's Looking Up Your Address,1990-12-19,rooArt,P (P) 1990 Sony Music Entertainment Australia Pty Ltd
spotify:album:09K53TLaJZ156prccNvwuS,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016-04-15,RCA Records/Walt Disney Records,"P (P) 2016 RCA Records, a division of Sony Music Entertainment"
spotify:album:7t7QV7OZO0pgb2gyOTRMVx,The Ultimate Collection,2016-09-30,Ambition Entertainment,P (P) 2015 Kevin Johnson Enterprises
spotify:album:28nUyjiU3Cd7P67IgGW79d,Crowded House/Temple of Low/Woodface,2003-03-03,Capitol Records,"C (C) 2003 Capitol Records, Inc., P Compilation (P) (C) 2003 Capitol Records, Inc.. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog,"
spotify:album:4KXLjIEas8MTwwX3xpmAdC,V (Deluxe),2015-05-18,Interscope Records*,"C © 2015 Interscope Records, P ℗ 2015 Interscope Records"
spotify:album:6RsefRivaKdO1XgeRfIUHv,Platinum Collection,2022-08-19,Sony Music CG,P (P) This compilation 2022 Sony Music Entertainment UK Limited
spotify:album:2V99Z0aZgSK6XTbh19UYTU,Fearless,2008-09-23,J Records,P (P) 2008 Sony Music Entertainment
spotify:album:30mXi1BVpzrlrncFYwWjWg,Collective Soul,1995-03-14,Concord Music Group,"C 1995 Concord Music Group, Inc., P 1995 Concord Music Group, Inc."
spotify:album:25eZFwT2UvVK1kxC3wMoSW,Greatest Hits: Blondie,2006-01-01,Capitol Records,"C © 2006 Capitol Records, LLC, P This Compilation ℗ 2006 Capitol Records, LLC"
spotify:album:5xG9gJcs9ut3qDWezHUlsX,Younger Now,2017-09-29,RCA Records Label,"P (P) 2017 RCA Records, a division of Sony Music Entertainment"
spotify:album:7D6BFTArx2ajtkKRVXIKO2,Be Not Nobody,2002-04-30,A&M,"C © 2002 A&M Records, P ℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc."
spotify:album:0AINe3aXvD5RgTYooG7iGm,A Little Bit Of Paul Davis (Expanded Edition),1971,Legacy Recordings,"P This compilation (P) 2009 Epic Records, a division of Sony Music Entertainment"
spotify:album:1SJamO5H1EerRJXXvq18Yi,The Nail File,1992-07-24,Rhino,"C © 1997 Warner Music UK Ltd, P ℗ 1997 Warner Music UK Ltd"
spotify:album:2ufnCCFf8Yf40CzuQVWyjQ,Ragged & Ecstatic,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Dew Process/Universal Music Australia, P ℗ 2009 Dew Process/Universal Music Australia"
spotify:album:2uEf3r9i2bnxwJQsxQ0xQ7,Nevermind (Deluxe Edition),1991-09-26,Geffen,"C © 2011 Geffen Records, P This Compilation ℗ 2011 Geffen Records"
spotify:album:7AEfdV7yuAhLs91UCEbk42,Cosmic Egg (Deluxe),2009-01-01,Universal Music Taiwan,"C © 2009 Modular Recordings, P ℗ 2009 Modular Recordings"
spotify:album:7awjdIA3WuAqaZYKf31PKX,Just The Hits: Love Songs,2019-10-18,Universal Music Australia Pty. Ltd.,"C © 2019 Universal Music Australia Pty Ltd., P This Compilation ℗ 2019 Universal Music Australia Pty Ltd."
spotify:album:7EHwCUqSn2hlNi666MPwSt,Born To Do It,2000-08-14,WM UK,"C 2001 Teacup, P 2001 Teacup"
spotify:album:0Mbqmg85EmlREW992gBvSm,"Tribute To Lobby Loyde, Billy Thorpe and Pete Wells",2008-12-06,Chugg Entertainment,"C 2008 Chugg Entertainment, P 2008 Chugg Entertainment"
spotify:album:2Ym6tiJht0CqqPTOEhlatf,Music Box Dancer,1978-01-01,Richmond Records,"C (C) 2000 Richmond Records, P (P) 1978 Richmond Records"
spotify:album:0R3e4Hcf2MQVed40q1zdSB,Right Back Where We Started From,2020-11-27,Warner Music Group - X5 Music Group,"C 2020 Warner Music Group - X5 Music Group, P 2020 Warner Music Group - X5 Music Group"
spotify:album:65ayND23IInUPHJKsaAqe7,TROLLS (Original Motion Picture Soundtrack),2016-09-23,Villa 40/RCA Records,"P This Compilation (P) 2016 RCA Records, a division of Sony Music Entertainment"
spotify:album:4BUG3kfPOB6DWVKKDY2icE,Music From The Motion Picture Once,2007-05-22,Columbia,P (P) 2007 Summit Entertainment LP
spotify:album:5yQ3ctYzF5d1SgMzhyWe8s,VHS,2015-06-30,Universal Music Group,"C © 2015 KIDinaKORNER/Interscope Records, P ℗ 2015 KIDinaKORNER/Interscope Records"
spotify:album:4liRYil0nws0o7QfPehI71,Howzat,1976,Bloodlines,"C 2006 Bloodlines, P 2006 Bloodlines"
spotify:album:5d71Imt5CIb7LpQwDMQ093,Full Moon Fever,1989-01-01,Geffen*,"C © 1989 MCA Records Inc., P ℗ 1989 Geffen Records"
spotify:album:77yh4kzaebhcv7rw1YMd8q,Pink Pills,1998,WM Australia,"C © 1998 Mushroom Records, P ℗ 1998 Mushroom Records"
spotify:album:4ZoXZAcycK6K704FR735Ax,Party Rock Mansion,2016-03-18,Party Rock Records,"C © 2016 Party Rock Records, P ℗ 2016 Party Rock Records"
spotify:album:0DRqXtFl0JqQxDyBuyURBx,I'm a Mess,2018-06-15,Warner Bros.,"C 2018 Warner Bros. Records Inc., P 2018 Warner Bros. Records Inc."
spotify:album:7wb65kxx7K5nEweUPiWw5N,Rockin' Roll Baby,1973,Amherst Records,"C (C) 1972 Amherst Records, Inc"
spotify:album:2bnkh4EIAqmqJTKRZjwfz8,Love on Me,2016-09-30,Big Beat Records,"C © 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
spotify:album:74sIm8QdXqFwYeDS7OfYVw,With A Little Help From My Friends,1969-05-01,A&M,"C © 1999 UMG Recordings, Inc., P ℗ 1969 UMG Recordings, Inc."
spotify:album:3tELfbZ3YI1K8Ue21mu5bQ,Noiseworks,1988-02-08,Sony Music Entertainment,P (P) 1987 Sony Music Entertainment Australia Pty Ltd
spotify:album:0VaAFegRAAn4OCg7p4QjN5,Spirit,2007,Syco Music UK,"P Tracks 5 & 6 (P) 2008, all other tracks (P) 2007 Simco Limited exclusively licensed to Sony Music Entertainment UK Limited"
spotify:album:545kQuOMY2rOay7r3OMAHc,Axiomatic,2005-09-05,Blue Tiger Music,"C 2005 Mandarin Music Pty Ltd, P 2005 Mandarin Music Pty Ltd"
spotify:album:2ixev48xYzspaWS6mxTPRU,Country Grammar,2000-06-27,Universal Music Group,"C © 2000 Universal Records Inc., P ℗ 2000 Universal Motown Records, a division of UMG Recordings, Inc."
spotify:album:0CxPbTRARqKUYighiEY9Sz,Use Your Illusion I,1991-09-17,Guns N Roses P&D,"C © 1991 Geffen Records Inc., P This Compilation ℗ 1991 Geffen Records Inc."
spotify:album:6ZQyMrmlg95L8gy63Pnm33,Major Key,2016-08-05,Epic/We The Best,"P (P) 2016 We The Best / Epic Records, a division of Sony Music Entertainment"
spotify:album:11lnp34TFhwc0274mF7YaZ,Vulture Street,2003-01-01,Universal Music Australia Pty. Ltd.,"C © 2003 Universal Music Australia Pty Ltd., P ℗ 2003 Universal Music Australia Pty Ltd."
spotify:album:1g7UibEq6u73nf5gr5w3WD,Kylie Minogue,1994-09-19,WM Australia,"C © 1994 Mushroom Records, P ℗ 1994 Mushroom Records"
spotify:album:0rSLgV8p5FzfnqlEk4GzxE,Closer,2016-07-29,Disruptor Records/Columbia,P (P) 2016 Disruptor Records/Columbia Records
spotify:album:4DPwvAiyXJFNuOiUFpTqqT,The Hits Collection Volume One (Edited Version),2010-11-22,Roc Nation / IDJ,"C © 2010 The Island Def Jam Music Group, P ℗ 2010 The Island Def Jam Music Group"
spotify:album:5WoRLOCwzWVCGqFXLBghGx,Nothing Personal (Deluxe Version),2009-07-07,Hopeless Records,"C 2009 Hopeless Records, Inc., P 2009 Hopeless Records, Inc."
spotify:album:4vZ6eSpIwea2IIPnwG8jfx,Stop And Smell The Roses,1974-02-27,Columbia/Legacy,P (P) 1974 SONY BMG MUSIC ENTERTAINMENT
spotify:album:210folYgKMSZAz4IiqDnmy,Love To Love You Baby,1975-08-27,Island Def Jam,"C © 1975 UMG Recordings, Inc., P ℗ 1975 UMG Recordings, Inc."
spotify:album:6W6kkscDtohJAnJ9M8Nc5b,Tip Toe (feat. French Montana),2017-11-10,Beluga Heights/Warner Records,"C © 2017 Warner Records Inc., P ℗ 2017 Warner Records Inc."
spotify:album:7BaS787qIlgKTMOFR2e91E,Ciao Adios,2017-02-10,Atlantic Records UK,"C © 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited, P ℗ 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited"
spotify:album:2u3D0tqxUKya8El5VN5Is2,Heartbeat Loud,2014-09-29,Atlantic Records UK,"C © 2014 Andy Clarke under exclusive license to Atlantic Records UK, a Warner Music Group Company, P ℗ 2014 Andy Clarke under exclusive license to Atlantic Records UK, a Warner Music Group Company"
spotify:album:3jtOeny1Xh5fp6aSOHahe2,In My Mind,2018-06-08,Universal Music Australia Pty. Ltd.,"C © 2018 B1 Recordings GmbH, a Sony Music Entertainment Company, under exclusive license to Neon Records, P ℗ 2018 B1 Recordings GmbH, a Sony Music Entertainment Company, under exclusive license to Neon Records"
spotify:album:0hHopYqXhuvYSHtVyrcb1g,Infinity On High,2007-01-01,Island Records,"C © 2007 The Island Def Jam Music Group, P ℗ 2007 The Island Def Jam Music Group"
spotify:album:4mtO1j9fDmDwPWp1kGiWFN,Black Is Black,2000,Legacy Recordings,P (P) 1999 BMG Special Products
spotify:album:2ZI9aEoe4mxZ6zoH3kn9eb,Rhythm 'N' Grooves,2018-10-12,Everything to Everyone,"C © 2018 UMG Recordings, Inc., P This Compilation ℗ 2018 UMG Recordings, Inc."
spotify:album:2TrNT4qm7qDIRTUVn9jBW4,The Madman's Return,1992-01-01,BMG Rights Management GmbH,"C © 1991 BMG Rights Management GmbH, P ℗ 1991 BMG Rights Management GmbH"
spotify:album:59eUYETmE1zi31ESb3SUkI,Everything Is 4,2015-05-29,Beluga Heights/Warner Records,"C © 2015 Warner Records Inc., P ℗ 2015 Warner Records Inc."
spotify:album:03t71EZD4QdMD6PI1QdZC2,MONTERO (Call Me By Your Name),2021-03-24,Columbia,"P (P) 2021 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:5Bp5PZqYJ9tiz0Hf6lOD5Q,R&B Hits,2005-10-04,Bad Boy Records,"C © 2004 Bad Boy Records, Inc., P ℗ 2004 Bad Boy Records, Inc."
spotify:album:2RYXPCYl08AMa4RwG1iNgy,Nashville Teens - The Best Of,2008-07-11,Parlophone UK,"C © 2008 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2008 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:7GXP5OhYyPVLmcVfO9Iqin,Elvis Presley,1956-03-23,RCA Victor,P (P) 1956 Sony Music Entertainment
spotify:album:1kbWhB5qEyUDaHPtXYiA2m,Enter The Dru,1998-10-27,Island Records,"C © 1998 Island Records Inc., P ℗ 1998 UMG Recordings, Inc."
spotify:album:0p1vSYlMCcJnK8xvGk0nZv,Friends & Lovers,2008,Dessca/Marfontaine,C (C) 2008 Marfontaine
spotify:album:0b2xrTpWhBe6DUzrP1I4ij,The EP Collection,1996,See For Miles,"C 1996 See For Miles Ltd, P 1996 See For Miles Records Ltd"
spotify:album:0Jh3A8NAbc9eFpdUfhDedt,In Your Eyes (Remix),2020-05-21,Republic Records,"C © 2020 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc., P ℗ 2020 The Weeknd XO, Inc., marketed by Republic Records, a division of UMG Recordings, Inc."
spotify:album:4iu0toRdSjyU0qIdKTWMoY,Uncovered,2017-09-29,WM Germany,"C © 2017 TONSPIEL / Warner Music Group Germany Holding GmbH / A Warner Music Group Company, P ℗ 2017 TONSPIEL / Warner Music Group Germany Holding GmbH / A Warner Music Group Company"
spotify:album:3gjASESTUQTtEfvMMQ2kN1,Shakespears Sister - Best Of,2005-02-14,Warner Strategic Marketing,"C 2004 WARNER MUSIC UK LTD, P 2004 WARNER MUSIC UK LTD"
spotify:album:1k7WkNHGPNPnri2tsowvtg,70s 100 Hits,2010-03-01,Sony Music Entertainment,P (P) 2010 Sony Music Entertainment
spotify:album:2GF8wZ1o0NpHSFhjgz6eBD,California,2016-07-01,Liberator Music,"C 2016 Viking Wizard Eyes LLC under exclusive license to BMG Rights Management (US) LLC, P 2016 Viking Wizard Eyes LLC under exclusive license to BMG Rights Management (US) LLC"
spotify:album:2v9rQe4F8fVSh5v8bAq0jF,Scared to Be Lonely,2017-01-27,Epic Amsterdam,"P (P) 2016 STMPD RCRDS B.V. exclusively licensed to Epic Amsterdam, a divison of Sony Music Entertainment Netherlands B.V."
spotify:album:4t9C75dy0UtR4JE7vNYQRr,Let's Love,2020-09-11,Parlophone (France),"C Exclusive Licence Warner Music France, Label Parlophone, © 2020 What A Producer Ltd, P Exclusive Licence Warner Music France, Label Parlophone, ℗ 2020 What A Producer Ltd"
spotify:album:1ZHSCIHyzvzNon8s1iUKAi,Buttons,2006-01-01,Pussycat Dolls,"C © 2006 Pussycat Dolls, LLC, P ℗ 2006 Pussycat Dolls, LLC"
spotify:album:1F9lV68ovVAfWrDVD4SaNl,Colorblind,2003-01-01,Universal Music,"C (C) 2003 Universal Music Australia Pty Ltd., P (P) 2003 Universal Music Australia Pty Ltd."
spotify:album:7vMrAqaRfrp19XyliHSRUE,Zendaya,2013-01-01,Universal Music,"C © 2013 Hollywood Records, Inc., P ℗ 2013 Hollywood Records, Inc."
spotify:album:0PZBdhpH7rNNeO4ZnvBEgI,What In The World’s Come Over You - 4 Track EP,2010-04-04,Play Digital,"C 2010 PLAY DIGITAL, P 2010 PLAY DIGITAL"
spotify:album:2YOE2KzyHzRZ992VxAaEAH,Access All Areas (Original Motion Picture Soundtrack),2017-10-20,Universal Ltd.,"C © 2017 Globe: Soundtrack and Score, a division of Universal Music Operations Limited, P This Compilation ℗ 2017 Globe: Soundtrack and Score, a division of Universal Music Operations Limited"
spotify:album:2ou3Nau5RxsJ4N8rOedDdb,Rocksteady,2015-01-27,Slip On Stereo,"C 2015 Slip On Stereo, P 2015 Slip On Stereo"
spotify:album:2S56F6bIk01HboGbJJJ1IQ,I,2018-02-16,Virgin,"C © 2018 L'Agentur, under exclusive license to Universal Music GmbH, P ℗ 2018 L'Agentur, under exclusive license to Universal Music GmbH"
spotify:album:3UBfrm1LGAdOZflgsmCsM2,Return Of Saturn,2000-01-01,Interscope,"C © 2000 Trauma Records, P ℗ 2000 Trauma Records"
spotify:album:7wQrwQy96jtQETGmyGzxr8,My My My!,2018-01-11,Universal Music Group,"C © 2018 Universal Music Australia Pty Ltd., P ℗ 2018 Universal Music Australia Pty Ltd."
spotify:album:18WA8z5joXDcVLoB87mxBB,Married In Vegas,2020-07-31,EMI,"C © 2020 Universal Music Operations Limited, P ℗ 2020 Universal Music Operations Limited"
spotify:album:3W6PgZUb6L1bvHXO0HyH3I,Dancing In The Moonlight (feat. NEIMY),2018-09-07,WM Australia,"C © 2018 Good Soldier Records Ltd marketed and distributed by Warner Music Australia Pty Limited under exclusive licence, P ℗ 2018 Good Soldier Records Ltd marketed and distributed by Warner Music Australia Pty Limited under exclusive licence"
spotify:album:6126O4XLYAfzU3961ziahP,The Beatles 1962 - 1966 (Remastered),1973-04-01,EMI Catalogue,"C © 2015 Apple Corps Ltd, P This Compilation ℗ 2015 Calderstone Productions Limited (a division of Universal Music Group)"
spotify:album:2ebMvsVfclK27T5fcmS6n1,Air Supply,1976-12-01,Sony Music Entertainment,P (P) 1976 Sony Music Entertainment Australia Pty Ltd
spotify:album:1zWYWkbdiBrjnhF0vuTlzx,Belinda Carlisle - The Collection,1989,Edsel,"C (C) 2014 Demon Music Group Ltd., P (P) 1989 Artist Management Services Ltd"
spotify:album:321uGKu9Ou10HWPg2CHjqo,Just A Boy (Remastered Version),1974,WM Australia,"C © 1974 Silverbird (Australia) PTY LTD, P ℗ 2010 Silverbird (Australia) PTY LTD, under exclusive license to Warner Music Australia PTY LTD"
spotify:album:2lgOc40hhHqjUGAKMWqGxO,Playinwitme (feat. Kehlani),2018-03-20,independently popular.,"C 2018 independently popular. under exclusive license to Atlantic Recording Corporation for the US and WEA International Inc. for the world outside of the United States, P 2018 independently popular. under exclusive license to Atlantic Recording Corporation for the US and WEA International Inc. for the world outside of the United States"
spotify:album:1q7a5wZeti0neU2jDn8Dz3,Solo (feat. Demi Lovato),2018-05-17,Atlantic Records UK,"C © 2018 Atlantic Records UK, a Warner Music Group Company, P ℗ 2018 Atlantic Records UK, a Warner Music Group company"
spotify:album:6oZb0svo8JG9mVxZmHjPxE,Get Lucky,1981,Columbia,P (P) 1981 CBS Records Canada Ltd.
spotify:album:23atlZFZkfLouqxvYd3kKy,Die schönsten Kinderlieder,2008-02-08,Tyrostar,"C Tyrostar, P keiner"
spotify:album:0UxDUFlte3hkCkvOpmNGgG,Halcyon,2012-01-01,Polydor Records,"C © 2012 Polydor Ltd. (UK), P ℗ 2012 Polydor Ltd. (UK)"
spotify:album:5lT8IQpcDecH6axCUJLeMS,Feel The Love,2015-09-25,Universal Music Australia Pty. Ltd.,"C © 2015 Universal Music Australia Pty Ltd., P ℗ 2015 Universal Music Australia Pty Ltd."
spotify:album:1gTvJG5YnrTiwr0uDuzaoA,Greatest Hits,2001-01-01,Chrysalis\EMI Records (USA),"C © 2001 Capitol Records Inc., P This Compilation ℗ 2001 Capitol Records Inc."
spotify:album:7mfb3Bnd8uMVqSwmJEurDN,Stereo Hearts (feat. Adam Levine),2011-06-14,Decaydance/Fueled By Ramen,"C © 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved., P ℗ 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. All Rights Reserved."
spotify:album:3XT3rHDWteNpQNhnARN7Ap,Beautiful (Platinum Edition),2014-11-21,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd. except tracks 14-18 (P) 2014 Sony Music Entertainment Australia Pty Ltd.
spotify:album:5gtzH1xaYI0w2KWITZaZUH,2step (feat. Leto),2022-05-13,Atlantic Records UK,"C An Asylum Records UK release, a division of Atlantic Records UK, © 2022 Warner Music UK Limited, P An Asylum Records UK release, a division of Atlantic Records UK, ℗ 2022 Warner Music UK Limited"
spotify:album:0FtmosiBG35MGb66MdmWsi,"The Traveling Wilburys, Vol. 1",1988-10-18,Universal Music Group,"C © 2007 T. Wilbury Limited., Exclusively Licensed to Concord Music Group, Inc., P ℗ 2007 T. Wilbury Limited., Exclusively Licensed to Concord Music Group, Inc."
spotify:album:35ikpiYIj4Mtl6wp1zzDtb,Greatest Hits (French Standard DMD),2008-11-24,WM UK,"C 2008 Teacup, P 2008 Teacup"
spotify:album:5NUujDoRxFotxe3cfjXVks,F.U.R.B. (F U Right Back),2004-10-24,Marro Records,C (C) 2004 Marro Records / Warlock Records
spotify:album:2FlyqGm8Ol64zNXwHlbF9l,Streets Of Fire,1984-01-01,Geffen*,"C © 1984 Universal City Studios Inc., P This Compilation ℗ 1984 Geffen Records"
spotify:album:09WBxbis5Sixt01FVMs8UM,Desperado (2013 Remaster),1973-04-17,Rhino/Elektra,"C © 1973 Asylum Records, P ℗ 1973 Asylum Records. Marketed by Warner Stategic Marketing, a Warner Music Group Company."
spotify:album:15lJi5fAnWPltCKBTUbTry,Simple Dreams,1977,Rhino/Elektra,"C © 2006 Rhino Entertaiment Company, a Warner Music Group company, P ℗ 2006 Rhino Entertaiment Company, a Warner Music Group company"
spotify:album:2FQd3FBDmWKsloifQpTwS5,Gummi Bear,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Ministry Of Sound Australia Pty Ltd, P ℗ 2009 Ministry Of Sound Australia Pty Ltd"
spotify:album:5fLOHW1UXr1cJrnXiU3FBt,The Album,1977,Polar Music International AB,"C © 2001 Polar Music International AB, P This Compilation ℗ 2001 Polar Music International AB"
spotify:album:1Og869cgT2qBmDw84KeUvk,Gimme Some Truth,2010-10-05,EMI Catalogue,"C © 2010 Capitol Records Inc., P ℗ 2010 Capitol Records Inc."
spotify:album:7zduRJgS6v79QmNUhKGozu,Forever Your Girl,1988-01-01,Virgin Records,"C © 1988 Virgin Records America, Inc., P ℗ 1988 Virgin Records America, Inc."
spotify:album:2jfJMNfHt2kIqSOyQyq7Jn,The Very Best of Aretha Franklin - The 70's,1972,Rhino Atlantic,"C © 1972 Atlantic Recording Corp., manufactured and marketed by Rhino Entertainment Company, a Warner Music Group Company, P ℗ 1972 Atlantic Recording Corp., manufactured and marketed by Rhino Entertainment Company, a Warner Music Group Company"
spotify:album:7bdYWc82ghgo6dCOupoVpp,The Very Best Of The String-A-Longs,2005-09-06,MC Productions Limited,C 2005 MC Productions Limited
spotify:album:6SbM3x7whjFoANZUGcf5EP,Take It From The Boys,1981-09-19,Altra Moda Music,"C 1981 Altra Moda Music under exclusive license from Midnight Records, P 1981 Altra Moda Music under exclusive license from Midnight Records"
spotify:album:6TgxGo8P5phqn5Xh8CUSSH,The Dish (Music From The Motion Picture),2001-01-01,Varese Sarabande,"C © 2001 Warner Bros., P This Compilation ℗ 2001 Warner Bros., under exclusive license to Varese Sarabande Records"
spotify:album:258CFrvesNJafhIQhHy6WY,Heaven: The Very Best Of,1998-02-28,S2,P This compilation (P) 1998 Sony Music Entertainment UK Limited
spotify:album:0N8jRSYEExgQXm03UnlwE1,The Best of Acoustic (Volume 1),2006-01-01,Bloodlines,"C 2006 Bloodlines, P 2006 Bloodlines"
spotify:album:1d7D1MLaFW6rp9N1kBZDn3,Get Close (Expanded & Remastered),1986-11-04,Rhino/Warner Records,"C © 2007 Rhino Entertainment Company, a Warner Music Group Company, P ℗ 2007 Warner Music UK Ltd. Manufactured & Marketed by Rhino Entertainment Company, a Warner Music Group Company"
spotify:album:5iiYPL9SAHZqhnyq1n5akf,Funky Town,1986-11-17,Pseudo Echo,"C 1986 Pseudo Echo, P 1986 Pseudo Echo"
